;Country;Year;Life Ladder;LogGDP;SocialSupport;LifeExpectancy;Freedom;Generosity;Corruption;PosAffect;NegAffect;Region;Regime;AreaInK2;Population;PopAnnualGrowthRate;PopDensity;InfantMortalityRate;Christianisme;Islam;Sans-religion;Hindouisme;Bouddhisme;Religions traditionnelles;Autres;Judaisme
804;Kenya;2011;4.405;8.143;0.846;56.06;0.709;0.022;0.923;0.76;0.228;Sub-Saharan Africa;Hybrid regime;569140;43054759;3.142;75.6;39.65;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
805;Kenya;2012;4.547;8.161;0.831;56.62;0.628;0.066;0.911;0.707;0.194;Sub-Saharan Africa;Hybrid regime;569140;44323013;2.671;77.9;38.63;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
806;Kenya;2013;3.795;8.192;0.825;57.18;0.708;0.212;0.861;0.765;0.161;Sub-Saharan Africa;Hybrid regime;569140;45488358;2.521;79.9;37.63;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
807;Kenya;2014;4.905;8.219;0.765;57.74;0.819;0.172;0.849;0.814;0.221;Sub-Saharan Africa;Hybrid regime;569140;46653387;2.536;82.0;36.66;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
808;Kenya;2015;4.358;8.249;0.777;58.3;0.793;0.221;0.853;0.702;0.172;Sub-Saharan Africa;Hybrid regime;569140;47824362;2.423;84.0;35.71;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
809;Kenya;2016;4.396;8.282;0.706;58.9;0.749;0.298;0.828;0.743;0.226;Sub-Saharan Africa;Hybrid regime;569140;48932882;2.163;86.0;34.44;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
810;Kenya;2017;4.476;8.306;0.715;59.5;0.853;0.234;0.854;0.788;0.23;Sub-Saharan Africa;Hybrid regime;569140;50035005;2.29;87.9;33.22;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
811;Kenya;2018;4.656;8.344;0.707;60.1;0.821;0.291;0.844;0.759;0.237;Sub-Saharan Africa;Hybrid regime;569140;51187423;2.264;89.9;32.03;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
812;Kenya;2019;4.619;8.373;0.676;60.7;0.818;0.31;0.794;0.751;0.251;Sub-Saharan Africa;Hybrid regime;569140;52348464;2.222;92.0;30.89;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
813;Kenya;2020;4.547;8.365;0.674;61.3;0.702;0.26;0.837;0.733;0.297;Sub-Saharan Africa;Hybrid regime;569140;53513653;2.181;94.0;29.79;0.848;0.09699999999999999;0.025;0.001;0.0;0.017;0.012;0.0
814;Kuwait;2006;6.076;11.228;0.919;63.96;0.769;-0.236;0.328;0.846;0.182;Middle East and North Africa;Authoritarian;17818;2316845;2.577;130.0;10.46;0.14300000000000002;0.741;0.0;0.085;0.027999999999999997;0.0;0.003;0.0
815;Kuwait;2009;6.585;11.065;0.926;64.44;0.819;0.007;0.675;0.718;0.252;Middle East and North Africa;Authoritarian;17818;2489044;2.212;139.7;9.63;0.14300000000000002;0.741;0.0;0.085;0.027999999999999997;0.0;0.003;0.0
816;Kuwait;2010;6.798;10.982;0.893;64.6;0.703;-0.031;0.486;0.718;0.203;Middle East and North Africa;Authoritarian;17818;2543299;2.102;142.7;9.09;0.14300000000000002;0.741;0.0;0.085;0.027999999999999997;0.0;0.003;0.0
817;Kyrgyzstan;2006;4.641;8.185;0.844;59.98;0.678;-0.14;0.879;0.655;0.159;Commonwealth of Independent States;Hybrid regime;191801;5212761;0.982;27.2;38.51;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
818;Kyrgyzstan;2007;4.698;8.258;0.833;60.26;0.684;-0.091;0.929;0.655;0.13;Commonwealth of Independent States;Hybrid regime;191801;5255556;0.655;27.4;36.35;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
819;Kyrgyzstan;2008;4.737;8.329;0.792;60.54;0.719;-0.1;0.923;0.623;0.147;Commonwealth of Independent States;Hybrid regime;191801;5298684;0.978;27.6;35.36;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
820;Kyrgyzstan;2009;5.069;8.345;0.855;60.82;0.699;-0.14;0.896;0.607;0.165;Commonwealth of Independent States;Hybrid regime;191801;5358174;1.253;27.9;34.56;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
821;Kyrgyzstan;2010;4.996;8.329;0.885;61.1;0.72;-0.072;0.926;0.65;0.123;Commonwealth of Independent States;Hybrid regime;191801;5410439;0.691;28.2;33.78;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
822;Kyrgyzstan;2011;4.921;8.374;0.891;61.52;0.748;-0.155;0.932;0.681;0.151;Commonwealth of Independent States;Hybrid regime;191801;5450689;0.791;28.4;33.02;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
823;Kyrgyzstan;2012;5.208;8.357;0.856;61.94;0.703;-0.079;0.892;0.691;0.182;Commonwealth of Independent States;Hybrid regime;191801;5496560;0.885;28.7;32.27;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
824;Kyrgyzstan;2013;5.402;8.441;0.851;62.36;0.755;-0.085;0.9;0.722;0.135;Commonwealth of Independent States;Hybrid regime;191801;5547741;0.969;28.9;31.54;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
825;Kyrgyzstan;2014;5.252;8.46;0.898;62.78;0.736;0.355;0.897;0.725;0.185;Commonwealth of Independent States;Hybrid regime;191801;5603761;1.04;29.2;30.83;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
826;Kyrgyzstan;2015;4.905;8.477;0.857;63.2;0.813;0.2;0.858;0.767;0.173;Commonwealth of Independent States;Hybrid regime;191801;5664323;1.109;29.5;30.13;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
827;Kyrgyzstan;2016;4.857;8.5;0.914;63.5;0.814;0.056;0.917;0.778;0.126;Commonwealth of Independent States;Hybrid regime;191801;5726765;1.084;29.9;29.45;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
828;Kyrgyzstan;2017;5.63;8.526;0.883;63.8;0.859;0.143;0.874;0.755;0.16;Commonwealth of Independent States;Hybrid regime;191801;5788175;1.05;30.2;28.78;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
829;Kyrgyzstan;2018;5.297;8.543;0.898;64.1;0.945;0.267;0.907;0.763;0.203;Commonwealth of Independent States;Hybrid regime;191801;5848221;1.015;30.5;28.13;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
830;Kyrgyzstan;2019;5.685;8.567;0.877;64.4;0.92;-0.002;0.885;0.766;0.207;Commonwealth of Independent States;Hybrid regime;191801;5906824;0.98;30.8;27.49;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
831;Kyrgyzstan;2020;6.25;8.503;0.902;64.7;0.935;0.103;0.931;0.803;0.258;Commonwealth of Independent States;Hybrid regime;191801;5963777;0.94;31.1;26.87;0.114;0.88;0.004;0.0;0.0;0.001;0.0;0.0
832;Laos;2006;5.076;8.251;0.807;53.92;0.925;0.439;0.688;0.886;0.163;Southeast Asia;Authoritarian;230800;5930820;1.679;25.7;68.63;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
833;Laos;2007;5.364;8.307;0.79;54.44;0.867;0.478;0.58;0.861;0.136;Southeast Asia;Authoritarian;230800;6035545;1.821;26.2;67.16;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
834;Laos;2008;5.044;8.366;0.807;54.96;0.886;0.416;0.637;0.829;0.202;Southeast Asia;Authoritarian;230800;6145486;1.79;26.6;65.72;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
835;Laos;2011;4.704;8.548;0.691;56.3;0.882;0.459;0.587;0.9;0.225;Southeast Asia;Authoritarian;230800;6478403;1.689;28.1;61.56;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
836;Laos;2017;4.623;8.89;0.707;58.3;0.891;0.073;0.592;0.873;0.344;Southeast Asia;Authoritarian;230800;7131518;1.54;30.9;54.01;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
837;Laos;2018;4.859;8.935;0.705;58.7;0.907;0.141;0.634;0.852;0.332;Southeast Asia;Authoritarian;230800;7241705;1.526;31.4;52.84;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
838;Laos;2019;5.197;8.965;0.729;59.1;0.906;0.061;0.62;0.878;0.306;Southeast Asia;Authoritarian;230800;7352445;1.509;31.9;51.69;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
839;Laos;2020;5.284;8.96;0.66;59.5;0.915;0.141;0.748;0.822;0.358;Southeast Asia;Authoritarian;230800;7463435;1.488;32.3;50.57;0.015;0.0;0.009000000000000001;0.0;0.66;0.307;0.006999999999999999;0.0
840;Latvia;2006;4.71;10.032;0.884;63.16;0.641;-0.229;0.937;0.654;0.234;Central and Eastern Europe;Flawed democracy;62249;2238543;-0.85;36.0;7.62;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
841;Latvia;2007;4.667;10.136;0.836;63.52;0.7;-0.167;0.924;0.673;0.247;Central and Eastern Europe;Flawed democracy;62249;2220509;-0.767;35.7;8.68;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
842;Latvia;2008;5.145;10.112;0.855;63.88;0.63;-0.203;0.926;0.639;0.215;Central and Eastern Europe;Flawed democracy;62249;2197506;-1.319;35.3;6.68;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
843;Latvia;2009;4.669;9.975;0.807;64.24;0.437;-0.18;0.942;0.525;0.242;Central and Eastern Europe;Flawed democracy;62249;2161153;-2.023;34.7;7.29;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
844;Latvia;2011;4.967;10.029;0.836;64.86;0.564;-0.002;0.934;0.563;0.222;Central and Eastern Europe;Flawed democracy;62249;2076493;-1.435;33.4;6.45;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
845;Latvia;2012;5.125;10.082;0.851;65.12;0.564;-0.038;0.895;0.56;0.232;Central and Eastern Europe;Flawed democracy;62249;2051103;-1.023;32.9;5.65;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
846;Latvia;2013;5.07;10.116;0.834;65.38;0.631;-0.073;0.837;0.642;0.227;Central and Eastern Europe;Flawed democracy;62249;2029430;-1.102;32.6;5.5;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
847;Latvia;2014;5.729;10.144;0.881;65.64;0.671;-0.043;0.804;0.652;0.226;Central and Eastern Europe;Flawed democracy;62249;2007714;-1.05;32.3;5.43;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
848;Latvia;2015;5.881;10.185;0.879;65.9;0.656;-0.077;0.808;0.608;0.228;Central and Eastern Europe;Flawed democracy;62249;1986717;-1.053;31.9;5.35;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
849;Latvia;2016;5.94;10.211;0.917;66.2;0.685;-0.156;0.868;0.654;0.231;Central and Eastern Europe;Flawed democracy;62249;1965848;-1.059;31.6;5.28;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
850;Latvia;2017;5.978;10.257;0.895;66.5;0.7;-0.154;0.798;0.623;0.232;Central and Eastern Europe;Flawed democracy;62249;1945078;-1.065;31.2;5.21;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
851;Latvia;2018;5.901;10.307;0.913;66.8;0.608;-0.212;0.799;0.585;0.192;Central and Eastern Europe;Flawed democracy;62249;1924381;-1.074;30.9;5.14;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
852;Latvia;2019;5.97;10.336;0.936;67.1;0.698;-0.194;0.789;0.575;0.212;Central and Eastern Europe;Flawed democracy;62249;1903750;-1.082;30.6;5.07;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
853;Latvia;2020;6.229;10.3;0.928;67.4;0.82;-0.078;0.809;0.714;0.202;Central and Eastern Europe;Flawed democracy;62249;1883186;-1.09;30.3;5.01;0.5579999999999999;0.001;0.43799999999999994;0.0;0.0;0.0;0.002;0.0
854;Lebanon;2006;4.653;9.568;0.853;64.72;0.67;0.069;0.902;0.548;0.32;Middle East and North Africa;Hybrid regime;10230;4221787;2.518;412.7;11.82;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
855;Lebanon;2008;4.595;9.743;0.717;64.96;0.524;0.035;0.927;0.527;0.365;Middle East and North Africa;Hybrid regime;10230;4421994;1.422;432.3;10.41;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
856;Lebanon;2009;5.206;9.83;0.736;65.08;0.665;0.071;0.937;0.528;0.401;Middle East and North Africa;Hybrid regime;10230;4472455;0.851;437.2;9.77;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
857;Lebanon;2010;5.032;9.878;0.721;65.2;0.678;0.073;0.949;0.525;0.341;Middle East and North Africa;Hybrid regime;10230;4489300;-0.097;438.8;9.16;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
858;Lebanon;2011;5.188;9.838;0.733;65.28;0.657;0.006;0.911;0.578;0.32;Middle East and North Africa;Hybrid regime;10230;4508622;0.954;440.7;8.79;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
859;Lebanon;2012;4.573;9.8;0.713;65.36;0.621;-0.006;0.856;0.499;0.339;Middle East and North Africa;Hybrid regime;10230;4608680;3.409;450.5;8.43;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
860;Lebanon;2013;4.983;9.772;0.708;65.44;0.655;-0.004;0.921;0.499;0.409;Middle East and North Africa;Hybrid regime;10230;5145013;17.795;502.9;8.29;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
861;Lebanon;2014;5.233;9.739;0.759;65.52;0.657;-0.012;0.939;0.559;0.267;Middle East and North Africa;Hybrid regime;10230;5878034;9.365;574.6;8.15;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
862;Lebanon;2015;5.172;9.699;0.742;65.6;0.597;0.073;0.889;0.568;0.243;Middle East and North Africa;Hybrid regime;10230;6179654;0.853;604.1;8.02;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
863;Lebanon;2016;5.271;9.687;0.828;66.1;0.657;0.031;0.853;0.553;0.263;Middle East and North Africa;Hybrid regime;10230;6232203;0.84;609.2;7.88;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
864;Lebanon;2017;5.154;9.681;0.777;66.6;0.605;-0.074;0.911;0.515;0.244;Middle East and North Africa;Hybrid regime;10230;6223873;-1.109;608.4;7.75;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
865;Lebanon;2018;5.167;9.656;0.829;67.1;0.607;-0.066;0.907;0.464;0.271;Middle East and North Africa;Hybrid regime;10230;6093900;-3.133;595.7;7.62;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
866;Lebanon;2019;4.024;9.597;0.866;67.6;0.447;-0.081;0.89;0.322;0.494;Middle East and North Africa;Hybrid regime;10230;5841037;-5.389;571.0;7.49;0.38299999999999995;0.613;0.003;0.0;0.002;0.0;0.0;0.0
867;Lesotho;2011;4.898;7.777;0.824;45.74;0.618;-0.087;0.768;0.793;0.17;Sub-Saharan Africa;Flawed democracy;30355;2011400;0.868;66.3;74.42;0.968;0.0;0.031;0.0;0.0;0.001;0.0;0.0
868;Lesotho;2016;3.808;7.953;0.798;46.6;0.729;-0.099;0.743;0.732;0.27;Sub-Saharan Africa;Flawed democracy;30355;2097505;0.817;69.1;60.73;0.968;0.0;0.031;0.0;0.0;0.001;0.0;0.0
869;Lesotho;2017;3.795;7.931;0.769;47.3;0.757;-0.145;0.797;0.746;0.255;Sub-Saharan Africa;Flawed democracy;30355;2114641;0.811;69.7;58.04;0.968;0.0;0.031;0.0;0.0;0.001;0.0;0.0
870;Lesotho;2019;3.512;7.926;0.79;48.7;0.716;-0.131;0.915;0.735;0.273;Sub-Saharan Africa;Flawed democracy;30355;2146942;0.713;70.7;54.0;0.968;0.0;0.031;0.0;0.0;0.001;0.0;0.0
871;Liberia;2007;3.701;7.196;0.594;49.14;0.79;0.115;0.776;0.613;0.435;Sub-Saharan Africa;Hybrid regime;96320;3469165;4.483;36.0;79.09;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
872;Liberia;2008;4.221;7.223;0.619;49.96;0.724;-0.035;0.84;0.585;0.261;Sub-Saharan Africa;Hybrid regime;96320;3602820;3.102;37.4;74.14;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
873;Liberia;2010;4.196;7.258;0.827;51.6;0.819;-0.038;0.818;0.595;0.217;Sub-Saharan Africa;Hybrid regime;96320;3817346;3.144;39.6;65.13;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
874;Liberia;2014;4.571;7.391;0.708;53.28;0.59;-0.03;0.869;0.543;0.443;Sub-Saharan Africa;Hybrid regime;96320;4348141;2.346;45.1;57.87;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
875;Liberia;2015;2.702;7.365;0.638;53.7;0.671;-0.061;0.903;0.505;0.388;Sub-Saharan Africa;Hybrid regime;96320;4459788;2.719;46.3;55.66;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
876;Liberia;2016;3.355;7.324;0.643;54.5;0.763;0.033;0.901;0.636;0.509;Sub-Saharan Africa;Hybrid regime;96320;4575321;2.4;47.5;53.91;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
877;Liberia;2017;4.424;7.324;0.685;55.3;0.733;-0.012;0.867;0.668;0.391;Sub-Saharan Africa;Hybrid regime;96320;4688786;2.498;48.7;52.21;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
878;Liberia;2018;4.135;7.311;0.727;56.1;0.766;0.05;0.868;0.66;0.436;Sub-Saharan Africa;Hybrid regime;96320;4809519;2.585;49.9;50.57;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
879;Liberia;2019;5.121;7.264;0.712;56.9;0.706;0.051;0.828;0.636;0.389;Sub-Saharan Africa;Hybrid regime;96320;4937555;2.668;51.3;48.98;0.8590000000000001;0.12;0.013999999999999999;0.0;0.0;0.005;0.001;0.0
880;Libya;2012;5.754;9.842;0.855;62.66;0.712;-0.032;0.791;0.695;0.316;Middle East and North Africa;Authoritarian;1759540;5790189;2.574;3.3;15.05;0.027000000000000003;0.966;0.002;0.0;0.003;0.0;0.0;0.0
881;Libya;2017;5.647;9.491;0.823;62.3;0.779;-0.019;0.673;0.697;0.379;Middle East and North Africa;Authoritarian;1759540;6483076;2.166;3.7;14.6;0.027000000000000003;0.966;0.002;0.0;0.003;0.0;0.0;0.0
882;Libya;2018;5.494;9.617;0.824;62.3;0.781;-0.101;0.646;0.706;0.399;Middle East and North Africa;Authoritarian;1759540;6621675;2.066;3.8;14.11;0.027000000000000003;0.966;0.002;0.0;0.003;0.0;0.0;0.0
883;Libya;2019;5.33;9.627;0.827;62.3;0.762;-0.073;0.686;0.709;0.401;Middle East and North Africa;Authoritarian;1759540;6757971;2.009;3.8;12.1;0.027000000000000003;0.966;0.002;0.0;0.003;0.0;0.0;0.0
884;Lithuania;2006;5.954;10.046;0.93;63.14;0.567;-0.295;0.967;0.621;0.254;Central and Eastern Europe;Flawed democracy;62680;3271018;-1.278;52.2;7.22;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
885;Lithuania;2007;5.808;10.163;0.941;63.48;0.59;-0.282;0.966;0.589;0.279;Central and Eastern Europe;Flawed democracy;62680;3230566;-1.21;51.5;6.39;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
886;Lithuania;2008;5.554;10.199;0.914;63.82;0.621;-0.259;0.961;0.533;0.276;Central and Eastern Europe;Flawed democracy;62680;3195990;-0.94;51.0;5.6;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
887;Lithuania;2009;5.467;10.05;0.933;64.16;0.496;-0.303;0.979;0.526;0.271;Central and Eastern Europe;Flawed democracy;62680;3158758;-1.406;50.4;5.7;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
888;Lithuania;2010;5.066;10.085;0.882;64.5;0.519;-0.275;0.962;0.473;0.272;Central and Eastern Europe;Flawed democracy;62680;3088773;-3.094;49.3;4.91;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
889;Lithuania;2011;5.432;10.167;0.911;64.7;0.566;-0.148;0.964;0.57;0.275;Central and Eastern Europe;Flawed democracy;62680;3015011;-1.724;48.1;4.74;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
890;Lithuania;2012;5.771;10.218;0.919;64.9;0.503;-0.273;0.957;0.581;0.277;Central and Eastern Europe;Flawed democracy;62680;2973159;-1.067;47.4;3.9;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
891;Lithuania;2013;5.596;10.263;0.913;65.1;0.556;-0.237;0.936;0.581;0.294;Central and Eastern Europe;Flawed democracy;62680;2943358;-0.947;47.0;3.87;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
892;Lithuania;2014;6.126;10.306;0.908;65.3;0.508;-0.263;0.956;0.619;0.287;Central and Eastern Europe;Flawed democracy;62680;2914439;-1.028;46.5;3.84;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
893;Lithuania;2015;5.711;10.335;0.929;65.5;0.641;-0.254;0.924;0.595;0.276;Central and Eastern Europe;Flawed democracy;62680;2884632;-1.028;46.0;3.82;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
894;Lithuania;2016;5.866;10.373;0.938;66.1;0.614;-0.266;0.949;0.594;0.25;Central and Eastern Europe;Flawed democracy;62680;2855139;-1.028;45.6;3.79;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
895;Lithuania;2017;6.273;10.429;0.926;66.7;0.749;-0.174;0.79;0.608;0.195;Central and Eastern Europe;Flawed democracy;62680;2825940;-1.028;45.1;3.76;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
896;Lithuania;2018;6.309;10.474;0.929;67.3;0.699;-0.237;0.852;0.517;0.214;Central and Eastern Europe;Flawed democracy;62680;2797002;-1.03;44.6;3.74;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
897;Lithuania;2019;6.064;10.518;0.918;67.9;0.78;-0.251;0.783;0.566;0.276;Central and Eastern Europe;Flawed democracy;62680;2768295;-1.033;44.2;3.71;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
898;Lithuania;2020;6.391;10.504;0.953;68.5;0.824;-0.122;0.829;0.66;0.202;Central and Eastern Europe;Flawed democracy;62680;2739816;-1.035;43.7;3.68;0.898;0.0;0.1;0.0;0.0;0.0;0.0;0.0
899;Luxembourg;2009;6.958;11.562;0.939;71.44;0.939;0.127;0.432;0.799;0.238;Western Europe;Full democracy;2586;500087;1.713;193.4;2.47;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
900;Luxembourg;2010;7.097;11.592;0.952;71.7;0.908;0.096;0.423;0.809;0.216;Western Europe;Full democracy;2586;509257;1.919;196.9;2.45;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
901;Luxembourg;2011;7.101;11.595;0.934;71.88;0.962;0.106;0.388;0.836;0.2;Western Europe;Full democracy;2586;520556;2.464;201.3;2.42;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
902;Luxembourg;2012;6.964;11.567;0.914;72.06;0.917;0.059;0.403;0.815;0.227;Western Europe;Full democracy;2586;533061;2.286;206.1;3.56;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
903;Luxembourg;2013;7.131;11.58;0.917;72.24;0.79;-0.054;0.301;0.64;0.185;Western Europe;Full democracy;2586;545475;2.317;210.9;3.4;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
904;Luxembourg;2014;6.891;11.598;0.875;72.42;0.938;0.106;0.366;0.803;0.17;Western Europe;Full democracy;2586;558008;2.227;215.8;3.39;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
905;Luxembourg;2015;6.702;11.617;0.934;72.6;0.932;0.052;0.375;0.757;0.193;Western Europe;Full democracy;2586;570327;2.142;220.5;3.38;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
906;Luxembourg;2016;6.967;11.64;0.941;72.6;0.882;0.019;0.356;0.758;0.192;Western Europe;Full democracy;2586;582432;2.06;225.2;3.38;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
907;Luxembourg;2017;7.061;11.634;0.905;72.6;0.903;0.044;0.33;0.766;0.184;Western Europe;Full democracy;2586;594319;1.982;229.8;3.37;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
908;Luxembourg;2018;7.243;11.645;0.902;72.6;0.884;-0.022;0.385;0.75;0.202;Western Europe;Full democracy;2586;605984;1.906;234.3;3.36;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
909;Luxembourg;2019;7.404;11.648;0.912;72.6;0.93;-0.045;0.39;0.789;0.212;Western Europe;Full democracy;2586;617419;1.833;238.8;3.35;0.7040000000000001;0.023;0.268;0.0;0.0;0.0;0.003;0.001
910;Madagascar;2008;4.64;7.439;0.776;54.92;0.332;-0.099;0.773;0.614;0.215;Sub-Saharan Africa;Hybrid regime;581540;19689114;2.786;33.9;51.58;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
911;Madagascar;2011;4.381;7.336;0.818;56.22;0.546;-0.062;0.897;0.51;0.235;Sub-Saharan Africa;Hybrid regime;581540;21383273;2.712;36.8;48.6;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
912;Madagascar;2012;3.551;7.339;0.673;56.64;0.487;-0.055;0.854;0.69;0.194;Sub-Saharan Africa;Hybrid regime;581540;21967795;2.682;37.8;47.64;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
913;Madagascar;2013;3.816;7.334;0.673;57.06;0.48;-0.019;0.868;0.734;0.241;Sub-Saharan Africa;Hybrid regime;581540;22561376;2.651;38.8;46.7;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
914;Madagascar;2014;3.676;7.34;0.655;57.48;0.529;-0.023;0.791;0.748;0.192;Sub-Saharan Africa;Hybrid regime;581540;23163364;2.616;39.8;45.78;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
915;Madagascar;2015;3.593;7.344;0.647;57.9;0.545;-0.041;0.861;0.802;0.226;Sub-Saharan Africa;Hybrid regime;581540;23772723;2.578;40.9;44.88;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
916;Madagascar;2016;3.663;7.356;0.746;58.3;0.57;-0.069;0.864;0.813;0.204;Sub-Saharan Africa;Hybrid regime;581540;24388331;2.536;41.9;43.99;0.853;0.03;0.069;0.0;0.0;0.045;0.0;0.0
